,id,ccn,date,update_date,city,province,postal_code,address,incident,incident_class,narrative,latitude,longitude,crimeCommitted
413,1070,23-7851,2023-05-19 16:01:00+00:00,2023-05-20 16:18:58+00:00,NEW WESTMINSTER,BC,.,BRAID ST,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2315783,-122.8862979,966
397,1054,23-8000,2023-05-19 17:00:00+00:00,2023-05-23 16:24:32+00:00,NEW WESTMINSTER,BC,V3L,500 Block ROYAL AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2062641,-122.9090374,967
414,1071,23-7866,2023-05-19 18:00:00+00:00,2023-05-20 16:18:58+00:00,NEW WESTMINSTER,BC,V3M 5L8,900 Block EWEN AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.18606,-122.94293,968
417,1074,23-7864,2023-05-19 18:16:00+00:00,2023-05-20 16:18:58+00:00,NEW WESTMINSTER,BC,V3M 1G8,100 Block AGNES ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2043572,-122.910615,969
416,1073,23-7865,2023-05-19 19:51:00+00:00,2023-05-20 16:18:58+00:00,NEW WESTMINSTER,BC,V3L 4S3,800 Block YORK ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2253658,-122.9070702,970
407,1064,23-7892,2023-05-20 06:09:00+00:00,2023-05-21 16:44:55+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,RECOVERED OUTSIDE STOLEN VEH,Vehicle Recovery,RECOVERED OUTSIDE STOLEN VEH,49.190715,-122.9449051,971
200,857,23-9349,2023-05-20 11:11:00+00:00,2023-06-13 16:33:32+00:00,NEW WESTMINSTER,BC,V3L 3G9,100 Block E 7TH AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2228151,-122.9060111,972
409,1066,23-7906,2023-05-20 13:09:00+00:00,2023-05-21 16:44:55+00:00,NEW WESTMINSTER,BC,V3L 0A6,KEARY ST & BRUNETTE AVE,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.22531559999999,-122.8894509,973
382,1039,23-8095,2023-05-20 23:30:00+00:00,2023-05-25 16:42:33+00:00,NEW WESTMINSTER,BC,V3L 5G3,400 Block CANFOR AVE,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.2267918,-122.8850257,974
401,1058,23-7935,2023-05-21 01:12:00+00:00,2023-05-22 16:09:50+00:00,NEW WESTMINSTER,BC,V3L 0A6,200 Block KEARY ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2253109,-122.8901406,975
402,1059,23-7941,2023-05-21 02:30:00+00:00,2023-05-22 16:09:50+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 8TH ST,ROBBERY-OTHER,Robbery,ROBBERY-OTHER,49.2112657,-122.9254414,976
400,1057,23-7943,2023-05-21 02:40:00+00:00,2023-05-22 16:09:50+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2028997,-122.9077891,977
404,1061,23-7945,2023-05-21 03:10:00+00:00,2023-05-22 16:09:50+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.190715,-122.9449051,978
383,1040,23-7950,2023-05-21 05:31:00+00:00,2023-05-25 16:42:33+00:00,NEW WESTMINSTER,BC,V3M 1A5,600 Block COLUMBIA ST,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.20286,-122.90772,979
365,1022,23-80154,2023-05-21 07:05:00+00:00,2023-05-25 16:42:33+00:00,NEW WESTMINSTER,BC,V3L 3W7,400 Block E COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2277467,-122.8926041,980
291,947,23-7965,2023-05-21 14:05:00+00:00,2023-06-05 16:42:13+00:00,NEW WESTMINSTER,BC,V3M 2K3,1500 Block 7TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2061299,-122.9368876,981
399,1056,23-7975,2023-05-21 19:15:00+00:00,2023-05-22 16:09:50+00:00,NEW WESTMINSTER,BC,V3M 4G2,500 Block 11TH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2069803,-122.9274512,982
403,1060,23-7979,2023-05-21 19:51:00+00:00,2023-05-22 16:09:50+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2225852,-122.914627,983
390,1047,23-7986,2023-05-22 00:05:00+00:00,2023-05-23 16:24:32+00:00,NEW WESTMINSTER,BC,V3M 4L9,500 Block 13TH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2053146,-122.9309359,984
357,1014,23-8224,2023-05-22 01:00:00+00:00,2023-05-26 16:37:15+00:00,NEW WESTMINSTER,BC,V3M 2G6,1700 Block NANAIMO ST,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.2038403,-122.93968,985
398,1055,23-7988,2023-05-22 02:19:00+00:00,2023-05-23 16:24:32+00:00,NEW WESTMINSTER,BC,V3M 6Z6,800 Block QUAYSIDE DR,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.200145,-122.911488,986
393,1050,23-7990,2023-05-22 02:28:00+00:00,2023-05-23 16:24:32+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438,987
392,1049,23-7991,2023-05-22 02:48:00+00:00,2023-05-23 16:24:32+00:00,NEW WESTMINSTER,BC,.,1 Block AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2057179,-122.910956,988
396,1053,23-7995,2023-05-22 03:38:00+00:00,2023-05-23 16:24:32+00:00,NEW WESTMINSTER,BC,V3M,1 Block ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2057179,-122.910956,989
395,1052,23-8018,2023-05-22 13:24:00+00:00,2023-05-23 16:24:32+00:00,NEW WESTMINSTER,BC,V3M 2B3,700 Block 6TH AVE,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.212103,-122.9218972,990
389,1046,23-8025,2023-05-22 16:56:00+00:00,2023-05-23 16:24:33+00:00,NEW WESTMINSTER,BC,V3L 5K4,400 Block CUMBERLAND ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2203886,-122.8992158,991
386,1043,23-8028,2023-05-22 17:45:00+00:00,2023-05-24 16:33:08+00:00,NEW WESTMINSTER,BC,V3M 1T4,1000 Block 4TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.20640239999999,-122.9232777,992
391,1048,23-8032,2023-05-22 19:31:00+00:00,2023-05-23 16:24:33+00:00,NEW WESTMINSTER,BC,V3L 4H5,200 Block E 7TH AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.22476959999999,-122.9028091,993
394,1051,23-8033,2023-05-22 19:46:00+00:00,2023-05-23 16:24:32+00:00,NEW WESTMINSTER,BC,V3L,300 Block 6TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2086143,-122.9149601,994
388,1045,23-8042,2023-05-22 22:42:00+00:00,2023-05-24 16:33:08+00:00,NEW WESTMINSTER,BC,V3M,1100 Block TANAKA CRT,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.1870082,-122.9514463,995
385,1042,23-8086,2023-05-23 03:30:00+00:00,2023-05-24 16:33:07+00:00,NEW WESTMINSTER,BC,V3L 4K4,800 Block SCOTT ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2270452,-122.9040168,996
375,1032,23-8094,2023-05-23 18:59:00+00:00,2023-05-25 16:42:33+00:00,NEW WESTMINSTER,BC,V3M,ALEXANDER ST,ROBBERY-OTHER,Robbery,ROBBERY-OTHER,49.202225,-122.911934,997
381,1038,23-8096,2023-05-23 20:06:00+00:00,2023-05-25 16:42:33+00:00,NEW WESTMINSTER,BC,V3M 1Y2,500 Block 10TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2081922,-122.9250813,998
384,1041,23-8097,2023-05-23 20:16:00+00:00,2023-05-24 16:33:08+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.200803,-122.9134438,999
376,1033,23-8107,2023-05-23 21:39:00+00:00,2023-05-25 16:42:33+00:00,NEW WESTMINSTER,BC,V3M 6X3,300 Block GIFFORD ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.18351310000001,-122.9513715,1000
369,1026,23-8108,2023-05-23 22:31:00+00:00,2023-05-25 16:42:33+00:00,NEW WESTMINSTER,BC,V3M 1A9,700 Block COLUMBIA ST,ROBBERY-OTHER,Robbery,ROBBERY-OTHER,49.2020176,-122.9096046,1001
380,1037,23-8136,2023-05-24 01:00:00+00:00,2023-05-25 16:42:33+00:00,NEW WESTMINSTER,BC,V3L 1J7,200 Block QUEENS AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.21018369999999,-122.9066045,1002
370,1027,23-8152,2023-05-24 03:30:00+00:00,2023-05-25 16:42:33+00:00,NEW WESTMINSTER,BC,V3M 4H9,500 Block MCMARTIN ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2058461,-122.929564,1003
368,1025,23-8129,2023-05-24 09:55:00+00:00,2023-05-25 16:42:33+00:00,NEW WESTMINSTER,BC,V3M,SOUTH DYKE RD,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.1811276,-122.9452362,1004
367,1024,23-8132,2023-05-24 14:08:00+00:00,2023-05-25 16:42:33+00:00,NEW WESTMINSTER,BC,V3M 1W1,900 Block ST ANDREWS ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2077877,-122.9230448,1005
373,1030,23-8134,2023-05-24 14:47:00+00:00,2023-05-25 16:42:33+00:00,NEW WESTMINSTER,BC,V3M 5Z5,700 Block ROYAL AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20359209999999,-122.9127213,1006
374,1031,23-8140,2023-05-24 16:49:00+00:00,2023-05-25 16:42:33+00:00,NEW WESTMINSTER,BC,V3M 4V9,1 Block ST & RIVER DR,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.1996259,-122.9432943,1007
371,1028,23-8142,2023-05-24 17:10:00+00:00,2023-05-25 16:42:33+00:00,NEW WESTMINSTER,BC,V3M 5V2,800 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2007994,-122.9117043,1008
279,935,23-80167,2023-05-24 18:50:00+00:00,2023-06-06 16:48:42+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.200803,-122.9134438,1009
352,1009,23-8230,2023-05-24 19:00:00+00:00,2023-05-27 16:39:02+00:00,NEW WESTMINSTER,BC,V3L 3B4,500 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.21176699999999,-122.9188433,1010
377,1034,23-8147,2023-05-24 19:22:00+00:00,2023-05-25 16:42:33+00:00,NEW WESTMINSTER,BC,V3L 5J5,400 Block GLENBROOK DR,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2204057,-122.8999472,1011
137,794,23-8163,2023-05-24 22:56:00+00:00,2023-06-18 16:47:03+00:00,NEW WESTMINSTER,BC,V3M 2C6,1400 Block 6TH AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2057847,-122.9336716,1012
361,1018,23-8222,2023-05-25 01:04:00+00:00,2023-05-26 16:37:14+00:00,NEW WESTMINSTER,BC,V3M 6W7,1100 Block SALTER ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.1824899,-122.9468642,1013
363,1020,23-8184,2023-05-25 04:21:00+00:00,2023-05-26 16:37:14+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405,1014
362,1019,23-8192,2023-05-25 06:44:00+00:00,2023-05-26 16:37:14+00:00,NEW WESTMINSTER,BC,V3M 3S7,800 Block 8TH ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2140238,-122.927619,1015
360,1017,23-8208,2023-05-25 16:46:00+00:00,2023-05-26 16:37:14+00:00,NEW WESTMINSTER,BC,V3L 3G1,100 Block BRAID ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2312707,-122.8854651,1016
359,1016,23-8223,2023-05-25 19:48:00+00:00,2023-05-26 16:37:15+00:00,NEW WESTMINSTER,BC,V3L,CLUTE ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2231511,-122.9144329,1017
351,1008,23-8238,2023-05-26 00:27:00+00:00,2023-05-27 16:39:02+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.200803,-122.9134438,1018
356,1013,23-8239,2023-05-26 00:44:00+00:00,2023-05-27 16:39:02+00:00,NEW WESTMINSTER,BC,V3M 5B1,300 Block SALTER ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.1909622,-122.927414,1019
348,1005,23-8242,2023-05-26 01:07:00+00:00,2023-05-28 16:43:27+00:00,NEW WESTMINSTER,BC,V3L,BLACKBERRY DR,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2171888,-122.9032312,1020
354,1011,23-8272,2023-05-26 13:30:00+00:00,2023-05-27 16:39:02+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.200803,-122.9134438,1021
355,1012,23-8288,2023-05-26 18:31:00+00:00,2023-05-27 16:39:01+00:00,NEW WESTMINSTER,BC,V3M 5C5,800 Block EWEN AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.1880691,-122.9416413,1022
353,1010,23-8291,2023-05-26 18:56:00+00:00,2023-05-27 16:39:02+00:00,NEW WESTMINSTER,BC,V3L 5J5,400 Block GLENBROOK DR,RECOVERED OUTSIDE STOLEN VEH,Vehicle Recovery,RECOVERED OUTSIDE STOLEN VEH,49.2204057,-122.8999472,1023
349,1006,23-8357,2023-05-26 20:00:00+00:00,2023-05-28 16:43:27+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.200803,-122.9134438,1024
344,1001,23-8365,2023-05-27 00:00:00+00:00,2023-05-29 16:49:21+00:00,NEW WESTMINSTER,BC,V3M 2G6,1700 Block NANAIMO ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2038403,-122.93968,1025
345,1002,23-8346,2023-05-27 05:15:00+00:00,2023-05-28 16:43:27+00:00,NEW WESTMINSTER,BC,V3M,100 Block 10TH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2021367,-122.917753,1026
350,1007,23-8330,2023-05-27 07:54:00+00:00,2023-05-28 16:43:27+00:00,NEW WESTMINSTER,BC,V3M 6G2,900 Block QUAYSIDE DR,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.1995085,-122.9128078,1027
346,1003,23-8342,2023-05-27 15:52:00+00:00,2023-05-28 16:43:27+00:00,NEW WESTMINSTER,BC,.,BRAID ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2315783,-122.8862979,1028
347,1004,23-8348,2023-05-27 19:36:00+00:00,2023-05-28 16:43:27+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438,1029
325,981,23-80160,2023-05-28 01:00:00+00:00,2023-06-01 16:08:51+00:00,NEW WESTMINSTER,BC,V3L,SEYMOUR CRT,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2195304,-122.8994686,1030
40,1000,23-8404,2023-05-28 21:55:00+00:00,2023-05-30 16:47:20+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,ROBBERY-OTHER,Robbery,ROBBERY-OTHER,49.203895,-122.906557,1031
342,998,23-8408,2023-05-28 22:49:00+00:00,2023-05-30 16:47:20+00:00,NEW WESTMINSTER,BC,V3M,800 Block ROYAL AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.203668,-122.9145708,1032
341,997,23-8455,2023-05-29 02:00:00+00:00,2023-05-30 16:47:20+00:00,NEW WESTMINSTER,BC,V3L 1G2,500 Block AGNES ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2051943,-122.9088178,1033
343,999,23-8435,2023-05-29 05:30:00+00:00,2023-05-30 16:47:20+00:00,NEW WESTMINSTER,BC,V3M 6G2,900 Block QUAYSIDE DR,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.1995085,-122.9128078,1034
329,985,23-80161,2023-05-29 18:00:00+00:00,2023-06-01 16:08:51+00:00,NEW WESTMINSTER,BC,V3L 2H3,100 Block 6TH AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2175788,-122.9121118,1035
340,996,23-8440,2023-05-29 18:35:00+00:00,2023-05-30 16:47:20+00:00,NEW WESTMINSTER,BC,V3M 3R9,500 Block 8TH ST,MISCHIEF OVER $5000,Property Crime,MISCHIEF OVER $5000,49.2098328,-122.9228187,1036
336,992,23-8442,2023-05-29 19:01:00+00:00,2023-05-31 16:30:08+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235,1037
305,961,23-8445,2023-05-29 19:46:00+00:00,2023-06-04 16:47:50+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 8TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2112657,-122.9254414,1038
338,994,23-8463,2023-05-29 22:39:00+00:00,2023-05-31 16:30:09+00:00,NEW WESTMINSTER,BC,V3M 6Y4,300 Block HOWES ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.1869263,-122.9473349,1039
324,980,23-8528,2023-05-29 23:30:00+00:00,2023-06-01 16:08:50+00:00,NEW WESTMINSTER,BC,V3M 5Z5,700 Block ROYAL AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20359209999999,-122.9127213,1040
339,995,23-8470,2023-05-29 23:43:00+00:00,2023-05-31 16:30:08+00:00,NEW WESTMINSTER,BC,V3L 3W7,400 Block E COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2277467,-122.8926041,1041
337,993,23-8476,2023-05-30 01:31:00+00:00,2023-05-31 16:30:08+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2028997,-122.9077891,1042
335,991,23-8478,2023-05-30 02:26:00+00:00,2023-05-31 16:30:08+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 8TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2112657,-122.9254414,1043
333,989,23-8481,2023-05-30 02:45:00+00:00,2023-05-31 16:30:08+00:00,NEW WESTMINSTER,BC,V3L,JAMIESON CRT,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.216039,-122.895786,1044
330,986,23-8567,2023-05-30 04:00:00+00:00,2023-06-01 16:08:51+00:00,NEW WESTMINSTER,BC,V3L 1V5,200 Block PRINCESS ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2168376,-122.9155786,1045
255,911,23-9049,2023-05-30 05:00:00+00:00,2023-06-08 16:14:47+00:00,NEW WESTMINSTER,BC,V3L,JAMIESON CRT,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.216039,-122.895786,1046
315,971,23-80166,2023-05-30 15:00:00+00:00,2023-06-02 16:25:12+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.200803,-122.9134438,1047
334,990,23-8502,2023-05-30 16:12:00+00:00,2023-05-31 16:30:08+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.2225852,-122.914627,1048
322,978,23-8505,2023-05-30 17:32:00+00:00,2023-06-01 16:08:50+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2131309,-122.9208405,1049
323,979,23-8509,2023-05-30 19:09:00+00:00,2023-06-01 16:08:50+00:00,NEW WESTMINSTER,BC,V3M 5K3,400 Block BOYNE ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.1931623,-122.9413674,1050
326,982,23-8510,2023-05-30 19:27:00+00:00,2023-06-01 16:08:50+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2000823,-122.9174235,1051
332,988,23-8512,2023-05-30 20:13:00+00:00,2023-06-01 16:08:50+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2131309,-122.9208405,1052
331,987,23-8538,2023-05-31 03:41:00+00:00,2023-06-01 16:08:50+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.190715,-122.9449051,1053
321,977,23-8546,2023-05-31 05:57:00+00:00,2023-06-01 16:08:50+00:00,NEW WESTMINSTER,BC,V3M 6Z6,800 Block QUAYSIDE DR,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200145,-122.911488,1054
327,983,23-8600,2023-05-31 07:00:00+00:00,2023-06-01 16:08:50+00:00,NEW WESTMINSTER,BC,V3M 3R9,500 Block 8TH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2098328,-122.9228187,1055
320,976,23-8562,2023-05-31 14:04:00+00:00,2023-06-01 16:08:50+00:00,NEW WESTMINSTER,BC,V3M 5Z7,900 Block 13TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2110982,-122.9380274,1056
262,918,23-8972,2023-05-31 17:30:00+00:00,2023-06-07 16:59:31+00:00,NEW WESTMINSTER,BC,V3L 3B4,500 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.21176699999999,-122.9188433,1057
319,975,23-8580,2023-05-31 17:52:00+00:00,2023-06-01 16:08:50+00:00,NEW WESTMINSTER,BC,V3L,CLUTE ST,FRAUD-UTTER FORGED DOCUMENTS,Property Crime,FRAUD-UTTER FORGED DOCUMENTS,49.2231511,-122.9144329,1058
203,860,23-80178,2023-05-31 20:00:00+00:00,2023-06-13 16:33:32+00:00,NEW WESTMINSTER,BC,V3M 1A6,800 Block AGNES ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2026043,-122.9137488,1059
328,984,23-8587,2023-05-31 20:07:00+00:00,2023-06-01 16:08:51+00:00,NEW WESTMINSTER,BC,V3M 2X3,1800 Block EDINBURGH ST,FRAUD-IDENTITY,Property Crime,FRAUD-IDENTITY,49.2056108,-122.9449837,1060
314,970,23-8590,2023-05-31 20:50:00+00:00,2023-06-02 16:25:12+00:00,NEW WESTMINSTER,BC,V3L 3B4,500 Block 6TH ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.21176699999999,-122.9188433,1061
304,960,23-8628,2023-06-01 04:20:00+00:00,2023-06-04 16:47:50+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2028997,-122.9077891,1062
313,969,23-8632,2023-06-01 04:52:00+00:00,2023-06-02 16:25:12+00:00,NEW WESTMINSTER,BC,V3M 6P3,300 Block WOOD ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.18932909999999,-122.9393851,1063
317,973,23-8630,2023-06-01 05:16:00+00:00,2023-06-02 16:25:12+00:00,NEW WESTMINSTER,BC,V3L 1A7,300 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2051981,-122.9036909,1064
284,940,23-8635,2023-06-01 06:08:00+00:00,2023-06-06 16:48:42+00:00,NEW WESTMINSTER,BC,V3M,500 Block FRONT ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.20084749999999,-122.9111911,1065
152,809,23-9566,2023-06-01 07:00:00+00:00,2023-06-17 16:37:47+00:00,NEW WESTMINSTER,BC,V3M 6G2,1000 Block QUAYSIDE DR,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.19977249999999,-122.9135973,1066
292,948,23-8639,2023-06-01 07:29:00+00:00,2023-06-05 16:42:13+00:00,NEW WESTMINSTER,BC,V3M 3K3,700 Block QUEENS AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2059242,-122.9140546,1067
